sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
hi i just want to ask if you have in you delivered in hongkong,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['hi', 'i', 'just', 'want', 'to', 'ask', 'if', 'you', 'have', 'in', 'you', 'delivered', 'in', 'hongkong']",['delivered'],[[11]],['Neutral'],"[[0.15548448264598846, 0.8413938283920288, 0.003121746238321066]]",[0.8414]
very bad product they are cheating not worth of money,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['very', 'bad', 'product', 'they', 'are', 'cheating', 'not', 'worth', 'of', 'money']",['product'],[[2]],['Negative'],"[[0.9989345669746399, 0.0008115833043120801, 0.00025382908643223345]]",[0.9989]
qualitygood materialthin but not transparent recommended it just that i ordered pink and i received purple not a purple lover but its okay since its comfortable and stretchy im 152cm 57kg m size just fit on me nicely,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['qualitygood', 'materialthin', 'but', 'not', 'transparent', 'recommended', 'it', 'just', 'that', 'i', 'ordered', 'pink', 'and', 'i', 'received', 'purple', 'not', 'a', 'purple', 'lover', 'but', 'its', 'okay', 'since', 'its', 'comfortable', 'and', 'stretchy', 'im', '152cm', '57kg', 'm', 'size', 'just', 'fit', 'on', 'me', 'nicely']","['materialthin', 'fit']","[[1], [34]]","['Positive', 'Positive']","[[0.024663392454385757, 0.01243117731064558, 0.9629054665565491], [0.0005487965536303818, 0.0015440072165802121, 0.9979071617126465]]","[0.9629, 0.9979]"
safely received delivery was a bit late but probably due to pkp sale period packed well,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['safely', 'received', 'delivery', 'was', 'a', 'bit', 'late', 'but', 'probably', 'due', 'to', 'pkp', 'sale', 'period', 'packed', 'well']",['delivery'],[[2]],['Negative'],"[[0.9977188110351562, 0.001617911271750927, 0.000663295213598758]]",[0.9977]
I don ' t like his clothes,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['I', 'don', ""'"", 't', 'like', 'his', 'clothes']",['clothes'],[[6]],['Negative'],"[[0.9970634579658508, 0.0017070664325729012, 0.0012294476618990302]]",[0.9971]
great shopping app i cn almost get what i want from this app,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['great', 'shopping', 'app', 'i', 'cn', 'almost', 'get', 'what', 'i', 'want', 'from', 'this', 'app']",['app'],[[2]],['Positive'],"[[0.0011425245320424438, 0.0003952699771616608, 0.9984622001647949]]",[0.9985]
used to be good but now always hang many times apps unable to load page while browsing or only partial photos load,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']","['used', 'to', 'be', 'good', 'but', 'now', 'always', 'hang', 'many', 'times', 'apps', 'unable', 'to', 'load', 'page', 'while', 'browsing', 'or', 'only', 'partial', 'photos', 'load']","['apps', 'photos']","[[10], [20]]","['Negative', 'Negative']","[[0.9988250136375427, 0.0009091646643355489, 0.0002657945442479104], [0.9987987279891968, 0.0009344490827061236, 0.00026677691494114697]]","[0.9988, 0.9988]"
good place to shop,"['O', 'B-ASP', 'O', 'O']","['good', 'place', 'to', 'shop']",['place'],[[1]],['Positive'],"[[0.0045357090421020985, 0.0009973668493330479, 0.9944669008255005]]",[0.9945]
Why is the price of this dollar pwd pi b change the price of nklgy to pesos,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Why', 'is', 'the', 'price', 'of', 'this', 'dollar', 'pwd', 'pi', 'b', 'change', 'the', 'price', 'of', 'nklgy', 'to', 'pesos']",['price'],[[3]],['Negative'],"[[0.996466875076294, 0.0032338881865143776, 0.0002992770751006901]]",[0.9965]
so many things u can buy from online its easy and useful apps,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['so', 'many', 'things', 'u', 'can', 'buy', 'from', 'online', 'its', 'easy', 'and', 'useful', 'apps']",['apps'],[[12]],['Positive'],"[[0.0007017882890067995, 0.0004179929965175688, 0.9988802075386047]]",[0.9989]
Delivery within 24 hours is the best,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['Delivery', 'within', '24', 'hours', 'is', 'the', 'best']",['Delivery'],[[0]],['Positive'],"[[0.002693201182410121, 0.0008284408249892294, 0.9964783787727356]]",[0.9965]
"beautiful material , comfortable fabric , but the size is smaller than usual , we focus on quality , good quality","['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['beautiful', 'material', ',', 'comfortable', 'fabric', ',', 'but', 'the', 'size', 'is', 'smaller', 'than', 'usual', ',', 'we', 'focus', 'on', 'quality', ',', 'good', 'quality']","['material', 'fabric', 'size']","[[1], [4], [8]]","['Positive', 'Positive', 'Negative']","[[0.003459427272900939, 0.0007312416564673185, 0.9958093166351318], [0.4269956052303314, 0.006496088579297066, 0.566508412361145], [0.9964710474014282, 0.0020503506530076265, 0.0014786662068217993]]","[0.9958, 0.5665, 0.9965]"
worse apcant even buy or sell lol i verified with my number n they say my number taken seriously this my first time using n makin a shopee account but nvm uninstalled,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['worse', 'apcant', 'even', 'buy', 'or', 'sell', 'lol', 'i', 'verified', 'with', 'my', 'number', 'n', 'they', 'say', 'my', 'number', 'taken', 'seriously', 'this', 'my', 'first', 'time', 'using', 'n', 'makin', 'a', 'shopee', 'account', 'but', 'nvm', 'uninstalled']",['buy'],[[3]],['Negative'],"[[0.9951233267784119, 0.004537183791399002, 0.0003394638770259917]]",[0.9951]
performance is just horrible on anything but the newest flagships sure there are some good deals to be had but you can get the same deals on a less frustrating app,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['performance', 'is', 'just', 'horrible', 'on', 'anything', 'but', 'the', 'newest', 'flagships', 'sure', 'there', 'are', 'some', 'good', 'deals', 'to', 'be', 'had', 'but', 'you', 'can', 'get', 'the', 'same', 'deals', 'on', 'a', 'less', 'frustrating', 'app']","['performance', 'app']","[[0], [30]]","['Negative', 'Negative']","[[0.9963446259498596, 0.002852487610653043, 0.0008029093150980771], [0.5809706449508667, 0.06038371101021767, 0.35864561796188354]]","[0.9963, 0.581]"
noice cheap stuuffs,"['O', 'O', 'B-ASP']","['noice', 'cheap', 'stuuffs']",['stuuffs'],[[2]],['Positive'],"[[0.09887740015983582, 0.008607984520494938, 0.8925145864486694]]",[0.8925]
i accidentally select confirm received already msg the seller but now is when i check my tracking number the status indicate confirmed lost msg the seller but the seller went mia for 2 days seller get the payment but i get nothing can i get my refund back i email to the shopee support 2 times but no reply,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']","['i', 'accidentally', 'select', 'confirm', 'received', 'already', 'msg', 'the', 'seller', 'but', 'now', 'is', 'when', 'i', 'check', 'my', 'tracking', 'number', 'the', 'status', 'indicate', 'confirmed', 'lost', 'msg', 'the', 'seller', 'but', 'the', 'seller', 'went', 'mia', 'for', '2', 'days', 'seller', 'get', 'the', 'payment', 'but', 'i', 'get', 'nothing', 'can', 'i', 'get', 'my', 'refund', 'back', 'i', 'email', 'to', 'the', 'shopee', 'support', '2', 'times', 'but', 'no', 'reply']",['support'],[[53]],['Negative'],"[[0.996397852897644, 0.0032120326068252325, 0.0003901203745044768]]",[0.9964]
"quality is very good , effectiveness , God willing , there are many black seed oils that I have tried , this is the highest quality . I think the oil is concentrated with black seed powder . God willing , I will repeat order again .","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['quality', 'is', 'very', 'good', ',', 'effectiveness', ',', 'God', 'willing', ',', 'there', 'are', 'many', 'black', 'seed', 'oils', 'that', 'I', 'have', 'tried', ',', 'this', 'is', 'the', 'highest', 'quality', '.', 'I', 'think', 'the', 'oil', 'is', 'concentrated', 'with', 'black', 'seed', 'powder', '.', 'God', 'willing', ',', 'I', 'will', 'repeat', 'order', 'again', '.']","['quality', 'effectiveness', 'seed oils']","[[0], [5], [14, 15]]","['Positive', 'Positive', 'Positive']","[[0.00027057743864133954, 0.0016642955597490072, 0.998065173625946], [0.00030718574998900294, 0.0023695609997957945, 0.9973233342170715], [0.005031312350183725, 0.08055398613214493, 0.9144147038459778]]","[0.9981, 0.9973, 0.9144]"
cheap and reasonable price,"['O', 'O', 'O', 'B-ASP']","['cheap', 'and', 'reasonable', 'price']",['price'],[[3]],['Positive'],"[[0.013027419336140156, 0.001083426526747644, 0.9858890771865845]]",[0.9859]
best online shopping app i have used easy to use wide variety of goods competitive prices and payment guarantee till orders have been delivered,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['best', 'online', 'shopping', 'app', 'i', 'have', 'used', 'easy', 'to', 'use', 'wide', 'variety', 'of', 'goods', 'competitive', 'prices', 'and', 'payment', 'guarantee', 'till', 'orders', 'have', 'been', 'delivered']","['app', 'prices']","[[3], [15]]","['Positive', 'Positive']","[[0.00047199142863973975, 0.000358770223101601, 0.9991692304611206], [0.0005405408446677029, 0.00035046995617449284, 0.9991089701652527]]","[0.9992, 0.9991]"
great app ill always buy my stuff from here to save monies,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['great', 'app', 'ill', 'always', 'buy', 'my', 'stuff', 'from', 'here', 'to', 'save', 'monies']",['app'],[[1]],['Positive'],"[[0.0014164268504828215, 0.0003146611270494759, 0.9982688426971436]]",[0.9983]
Pictures and videos are not related . Good to use nano silver for eczema and rashes . Pampers can be used . Many bottles are used,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Pictures', 'and', 'videos', 'are', 'not', 'related', '.', 'Good', 'to', 'use', 'nano', 'silver', 'for', 'eczema', 'and', 'rashes', '.', 'Pampers', 'can', 'be', 'used', '.', 'Many', 'bottles', 'are', 'used']",['nano silver'],"[[10, 11]]",['Positive'],"[[0.008466611616313457, 0.010046998038887978, 0.9814863801002502]]",[0.9815]
i was unhappy with 1 of the seller ordered the item and get wrong itemthey asking me to cancel my refund and they will give me voucher instead of refundit mean i fhave to buy item from them again or whatim asking for refundwhy they dont understandand this app cant even help me even i already show and explain what is the problem,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['i', 'was', 'unhappy', 'with', '1', 'of', 'the', 'seller', 'ordered', 'the', 'item', 'and', 'get', 'wrong', 'itemthey', 'asking', 'me', 'to', 'cancel', 'my', 'refund', 'and', 'they', 'will', 'give', 'me', 'voucher', 'instead', 'of', 'refundit', 'mean', 'i', 'fhave', 'to', 'buy', 'item', 'from', 'them', 'again', 'or', 'whatim', 'asking', 'for', 'refundwhy', 'they', 'dont', 'understandand', 'this', 'app', 'cant', 'even', 'help', 'me', 'even', 'i', 'already', 'show', 'and', 'explain', 'what', 'is', 'the', 'problem']",['seller'],[[7]],['Negative'],"[[0.9983596205711365, 0.0013538193888962269, 0.00028663131524808705]]",[0.9984]
performancesuperb qualitysuperb very fast deliveryonly take 1 day to deliveredsound very amazing,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performancesuperb', 'qualitysuperb', 'very', 'fast', 'deliveryonly', 'take', '1', 'day', 'to', 'deliveredsound', 'very', 'amazing']",['deliveryonly'],[[4]],['Positive'],"[[0.0014380214270204306, 0.0011946153827011585, 0.9973674416542053]]",[0.9974]
ask me to sign in with fb or emaili did ask for credit card infoi gave still wanting phone number for verification my number is used by my wife ended up i cant buy anything just for that,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ask', 'me', 'to', 'sign', 'in', 'with', 'fb', 'or', 'emaili', 'did', 'ask', 'for', 'credit', 'card', 'infoi', 'gave', 'still', 'wanting', 'phone', 'number', 'for', 'verification', 'my', 'number', 'is', 'used', 'by', 'my', 'wife', 'ended', 'up', 'i', 'cant', 'buy', 'anything', 'just', 'for', 'that']",['fb'],[[6]],['Neutral'],"[[0.0029980242252349854, 0.9827762842178345, 0.014225662685930729]]",[0.9828]
"This t - shirt in the picture looks long but short , so those who wear a hijab have to go 2 sizes bigger , btw , thank you seller","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 't', '-', 'shirt', 'in', 'the', 'picture', 'looks', 'long', 'but', 'short', ',', 'so', 'those', 'who', 'wear', 'a', 'hijab', 'have', 'to', 'go', '2', 'sizes', 'bigger', ',', 'btw', ',', 'thank', 'you', 'seller']",['sizes'],[[22]],['Negative'],"[[0.9773815870285034, 0.016195358708500862, 0.006423146463930607]]",[0.9774]
cant change my shopee farm id it does not follow the name or user id in my profile it comes with default numbers and letters how do i change it have tried deleting my account and start overstill the same,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['cant', 'change', 'my', 'shopee', 'farm', 'id', 'it', 'does', 'not', 'follow', 'the', 'name', 'or', 'user', 'id', 'in', 'my', 'profile', 'it', 'comes', 'with', 'default', 'numbers', 'and', 'letters', 'how', 'do', 'i', 'change', 'it', 'have', 'tried', 'deleting', 'my', 'account', 'and', 'start', 'overstill', 'the', 'same']",['deleting'],[[32]],['Negative'],"[[0.95563143491745, 0.04306555911898613, 0.0013030099216848612]]",[0.9556]
"quality , good material , type of rubber cloth , not the same as in the picture","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['quality', ',', 'good', 'material', ',', 'type', 'of', 'rubber', 'cloth', ',', 'not', 'the', 'same', 'as', 'in', 'the', 'picture']","['material', 'rubber cloth']","[[3], [7, 8]]","['Positive', 'Negative']","[[0.0012531819520518184, 0.006023114547133446, 0.9927237629890442], [0.5376899242401123, 0.2964431941509247, 0.16586686670780182]]","[0.9927, 0.5377]"
my account was deleted and there are still deliveries coming at home even though i didnt order anything anymore good to know that we can refuse on accepting it,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['my', 'account', 'was', 'deleted', 'and', 'there', 'are', 'still', 'deliveries', 'coming', 'at', 'home', 'even', 'though', 'i', 'didnt', 'order', 'anything', 'anymore', 'good', 'to', 'know', 'that', 'we', 'can', 'refuse', 'on', 'accepting', 'it']",['deliveries'],[[8]],['Negative'],"[[0.9850974082946777, 0.008347347378730774, 0.006555220112204552]]",[0.9851]
nice to use,"['O', 'O', 'B-ASP']","['nice', 'to', 'use']",['use'],[[2]],['Positive'],"[[0.017168544232845306, 0.0017088176682591438, 0.981122612953186]]",[0.9811]
beware of scammers using this app and others as a mean to scam you by asking for your otp numbers and taking away your hard earn money so far shopee have no way yet to counter this and stop or hold a transaction when requested even after a police report being made my mom has been scammed thus this post bought many different items here and saving transportation fare and growing fatter coz im not out to physically shop for the various items,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['beware', 'of', 'scammers', 'using', 'this', 'app', 'and', 'others', 'as', 'a', 'mean', 'to', 'scam', 'you', 'by', 'asking', 'for', 'your', 'otp', 'numbers', 'and', 'taking', 'away', 'your', 'hard', 'earn', 'money', 'so', 'far', 'shopee', 'have', 'no', 'way', 'yet', 'to', 'counter', 'this', 'and', 'stop', 'or', 'hold', 'a', 'transaction', 'when', 'requested', 'even', 'after', 'a', 'police', 'report', 'being', 'made', 'my', 'mom', 'has', 'been', 'scammed', 'thus', 'this', 'post', 'bought', 'many', 'different', 'items', 'here', 'and', 'saving', 'transportation', 'fare', 'and', 'growing', 'fatter', 'coz', 'im', 'not', 'out', 'to', 'physically', 'shop', 'for', 'the', 'various', 'items']",[],[],[],[],[]
need to fix the issue of to long lagging and at times it hangs frequently,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['need', 'to', 'fix', 'the', 'issue', 'of', 'to', 'long', 'lagging', 'and', 'at', 'times', 'it', 'hangs', 'frequently']",['lagging'],[[8]],['Negative'],"[[0.9989312291145325, 0.0007983081159181893, 0.00027046454488299787]]",[0.9989]
very satisfied,"['O', 'O']","['very', 'satisfied']",[],[],[],[],[]
good experience so far,"['O', 'B-ASP', 'O', 'O']","['good', 'experience', 'so', 'far']",['experience'],[[1]],['Positive'],"[[0.0037907122168689966, 0.000891194271389395, 0.9953181147575378]]",[0.9953]
this app sucks have been spinning the shopee spin and win category for the past 15mins and cannot get anything good really waste of time secondly the delivery status is always slow and not the updated version products sold are average which you can get it from ezbuytaobao lastly voucher code cannot be used than what is the point of having it implemented in the first place,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['this', 'app', 'sucks', 'have', 'been', 'spinning', 'the', 'shopee', 'spin', 'and', 'win', 'category', 'for', 'the', 'past', '15mins', 'and', 'cannot', 'get', 'anything', 'good', 'really', 'waste', 'of', 'time', 'secondly', 'the', 'delivery', 'status', 'is', 'always', 'slow', 'and', 'not', 'the', 'updated', 'version', 'products', 'sold', 'are', 'average', 'which', 'you', 'can', 'get', 'it', 'from', 'ezbuytaobao', 'lastly', 'voucher', 'code', 'cannot', 'be', 'used', 'than', 'what', 'is', 'the', 'point', 'of', 'having', 'it', 'implemented', 'in', 'the', 'first', 'place']",['delivery'],[[27]],['Negative'],"[[0.9977509379386902, 0.0012759706005454063, 0.0009730475139804184]]",[0.9978]
